"season","date","gameId","eventId","period","periodType","time","aScore","hScore","aSkaters","hSkaters","hZone","locX","locY","desc","type","subtype","team","teamIceSit","p1","p2","p3","p1Role","p2Role","p3Role","aS1","aS2","aS3","aS4","aS5","aS6","aG","hS1","hS2","hS3","hS4","hS5","hS6","hG"
20152016,20160531,30411,289,3,"regular",535,2,2,5,5,"o",96,-36,"Marc-Edouard Vlasic hit Bryan Rust","hit",NULL,"sjs","away",8475810,8471709,NULL,"hittee","hitter",NULL,8477922,8474027,8468208,8476919,8471709,NULL,8474889,8475810,8474602,8470543,8471675,8474013,NULL,8476899
20152016,20160531,30411,290,3,"regular",553,2,2,5,5,"d",-93,-35,"Chris Kunitz hit Tomas Hertl","hit",NULL,"pit","home",8476881,8470543,NULL,"hittee","hitter",NULL,8470794,8476881,8470613,8466138,8468542,NULL,8474889,8474602,8473548,8471215,8470543,8474013,NULL,8476899
20152016,20160531,30411,291,3,"regular",561,2,2,5,5,"d",-75,34,"Ian Cole","giveaway",NULL,"pit","home",8474013,NULL,NULL,"giver",NULL,NULL,8470794,8476881,8470613,8466138,8468542,NULL,8474889,8471724,8473548,8471215,8470543,8474013,NULL,8476899
20152016,20160531,30411,292,3,"regular",573,2,2,5,5,"d",-93,22,"Evgeni Malkin","giveaway",NULL,"pit","home",8471215,NULL,NULL,"giver",NULL,NULL,8470794,8476881,8470613,8466138,8468542,NULL,8474889,8471724,8473548,8471215,8470543,8474013,NULL,8476899
20152016,20160531,30411,293,3,"regular",577,2,2,5,5,"d",-78,-1,"Tomas Hertl Wrist Shot saved by Matthew Murray","shot","wrist shot","sjs","away",8476881,8476899,NULL,"shooter","goalie",NULL,8470794,8476881,8470613,8466138,8468542,NULL,8474889,8471724,8473548,8471215,8470543,8474013,NULL,8476899
20152016,20160531,30411,294,3,"regular",582,2,2,5,5,"d",-84,-9,"Tomas Hertl Wrist Shot saved by Matthew Murray","shot","wrist shot","sjs","away",8476881,8476899,NULL,"shooter","goalie",NULL,8470794,8476881,8470613,8466138,8468542,NULL,8474889,8471724,8473548,8471215,8470543,8474013,NULL,8476899
20152016,20160531,30411,295,3,"regular",590,2,2,5,5,"o",62,14,"Brent Burns blocked shot from Evgeni Malkin","blocked_shot",NULL,"pit","home",8470613,8471215,NULL,"blocker","shooter",NULL,8470794,8464977,8470613,8466138,8468542,NULL,8474889,8475208,8473548,8473933,8471215,8470543,NULL,8476899
20152016,20160531,30411,296,3,"regular",591,2,2,5,5,"o",70,38,"Joe Thornton hit Evgeni Malkin","hit",NULL,"sjs","away",8471215,8466138,NULL,"hittee","hitter",NULL,8470794,8464977,8470613,8466138,8468542,NULL,8474889,8475208,8473548,8473933,8471215,8470543,NULL,8476899
20152016,20160531,30411,297,3,"regular",596,2,2,5,5,"o",34,-27,"Ben Lovejoy Slap Shot saved by Martin Jones","shot","slap shot","pit","home",8473933,8474889,NULL,"shooter","goalie",NULL,8470794,8464977,8470613,8466138,8468542,NULL,8474889,8474176,8475208,8473548,8473933,8471215,NULL,8476899
20152016,20160531,30411,298,3,"regular",605,2,2,5,5,"o",56,-31,"Phil Kessel Wrist Shot saved by Martin Jones","shot","wrist shot","pit","home",8473548,8474889,NULL,"shooter","goalie",NULL,8474096,8464977,8474739,8468542,8475455,NULL,8474889,8474176,8475208,8473548,8473933,8474009,NULL,8476899
20152016,20160531,30411,299,3,"regular",607,2,2,5,5,"o",77,2,"Nick Bonino Wrist Shot saved by Martin Jones","shot","wrist shot","pit","home",8474009,8474889,NULL,"shooter","goalie",NULL,8474096,8464977,8474739,8468542,8475455,NULL,8474889,8474176,8475208,8473548,8473933,8474009,NULL,8476899
20152016,20160531,30411,300,3,"regular",608,2,2,5,5,NULL,NULL,NULL,"Goalie Stopped","stop",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8474096,8464977,8474739,8468542,8475455,NULL,8474889,8474176,8475208,8473548,8473933,8474009,NULL,8476899
20152016,20160531,30411,301,3,"regular",608,2,2,5,5,"o",69,22,"Nick Bonino faceoff won against Logan Couture","faceoff",NULL,"pit","home",8474009,8474053,NULL,"winner","loser",NULL,8474053,8474027,8475820,8466139,8471709,NULL,8474889,8474176,8476874,8473548,8473933,8474009,NULL,8476899
20152016,20160531,30411,302,3,"regular",610,2,2,5,5,"o",65,20,"Nick Bonino Wrist Shot saved by Martin Jones","shot","wrist shot","pit","home",8474009,8474889,NULL,"shooter","goalie",NULL,8474053,8474027,8475820,8466139,8471709,NULL,8474889,8474176,8476874,8473548,8473933,8474009,NULL,8476899
20152016,20160531,30411,303,3,"regular",611,2,2,5,5,NULL,NULL,NULL,"Goalie Stopped","stop",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8474053,8474027,8475820,8466139,8471709,NULL,8474889,8474176,8476874,8473548,8473933,8474009,NULL,8476899
20152016,20160531,30411,304,3,"regular",611,2,2,5,5,"o",69,22,"Logan Couture faceoff won against Nick Bonino","faceoff",NULL,"sjs","away",8474053,8474009,NULL,"winner","loser",NULL,8474053,8475820,8470613,8466139,8468542,NULL,8474889,8474176,8476874,8473548,8473933,8474009,NULL,8476899
20152016,20160531,30411,305,3,"regular",616,2,2,5,5,"o",81,40,"Carl Hagelin hit Paul Martin","hit",NULL,"pit","home",8468542,8474176,NULL,"hittee","hitter",NULL,8474053,8475820,8470613,8466139,8468542,NULL,8474889,8474176,8476874,8473548,8473933,8474009,NULL,8476899
20152016,20160531,30411,306,3,"regular",622,2,2,5,5,NULL,NULL,NULL,"Icing","stop",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8474053,8475820,8470613,8466139,8468542,NULL,8474889,8474176,8476874,8473548,8473933,8474009,NULL,8476899
20152016,20160531,30411,307,3,"regular",622,2,2,5,5,"o",69,22,"Nick Bonino faceoff won against Logan Couture","faceoff",NULL,"pit","home",8474009,8474053,NULL,"winner","loser",NULL,8474053,8475820,8470613,8466139,8468542,NULL,8474889,8474176,8476874,8473548,8473933,8474009,NULL,8476899
20152016,20160531,30411,308,3,"regular",624,2,2,5,5,"o",41,10,"Ben Lovejoy Wrist Shot saved by Martin Jones","shot","wrist shot","pit","home",8473933,8474889,NULL,"shooter","goalie",NULL,8474053,8475820,8470613,8466139,8468542,NULL,8474889,8474176,8476874,8473548,8473933,8474009,NULL,8476899
20152016,20160531,30411,309,3,"regular",625,2,2,5,5,NULL,NULL,NULL,"Goalie Stopped","stop",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8474053,8475820,8470613,8466139,8468542,NULL,8474889,8474176,8476874,8473548,8473933,8474009,NULL,8476899
20152016,20160531,30411,310,3,"regular",625,2,2,5,5,"o",70,21,"Sidney Crosby faceoff won against Joel Ward","faceoff",NULL,"pit","home",8471675,8468208,NULL,"winner","loser",NULL,8477922,8468208,8470613,8476919,8468542,NULL,8474889,8474602,8477839,8471887,8471675,8474013,NULL,8476899
20152016,20160531,30411,311,3,"regular",633,2,2,5,5,"o",78,6,"Patric Hornqvist Wrist Shot saved by Martin Jones","shot","wrist shot","pit","home",8471887,8474889,NULL,"shooter","goalie",NULL,8477922,8468208,8470613,8476919,8468542,NULL,8474889,8474602,8477839,8471887,8471675,8474013,NULL,8476899
20152016,20160531,30411,312,3,"regular",644,2,2,5,5,"o",35,31,"Ian Cole - Wide of Net","missed_shot",NULL,"pit","home",8474013,NULL,NULL,"shooter",NULL,NULL,8477922,8468208,8470613,8476919,8468542,NULL,8474889,8474602,8477839,8471887,8471675,8474013,NULL,8476899
20152016,20160531,30411,313,3,"regular",659,2,2,5,5,"o",86,-8,"Patric Hornqvist Wrist Shot saved by Martin Jones","shot","wrist shot","pit","home",8471887,8474889,NULL,"shooter","goalie",NULL,8477922,8468208,8470613,8476919,8468542,NULL,8474889,8474602,8477839,8471887,8471675,8474013,NULL,8476899
20152016,20160531,30411,314,3,"regular",661,2,2,5,5,"o",80,2,"Sidney Crosby Wrist Shot saved by Martin Jones","shot","wrist shot","pit","home",8471675,8474889,NULL,"shooter","goalie",NULL,8477922,8468208,8470613,8476919,8468542,NULL,8474889,8474602,8477839,8471887,8471675,8474013,NULL,8476899
20152016,20160531,30411,315,3,"regular",705,2,2,5,5,"d",-64,-9,"Matt Cullen blocked shot from Brenden Dillon","blocked_shot",NULL,"sjs","away",8464989,8475455,NULL,"blocker","shooter",NULL,8471392,8474096,8464977,8474739,8475455,NULL,8474889,8476874,8471724,8470611,8475832,8464989,NULL,8476899
20152016,20160531,30411,316,3,"regular",710,2,2,5,5,"d",-42,29,"Roman Polak - Wide of Net","missed_shot",NULL,"sjs","away",8471392,NULL,NULL,"shooter",NULL,NULL,8471392,8474096,8464977,8474739,8475455,NULL,8474889,8476874,8471724,8470611,8475832,8464989,NULL,8476899
20152016,20160531,30411,317,3,"regular",736,2,2,5,5,"d",-38,27,"Roman Polak Slap Shot saved by Matthew Murray","shot","slap shot","sjs","away",8471392,8476899,NULL,"shooter","goalie",NULL,8471392,8470794,8464977,8466138,8475455,NULL,8474889,8476874,8471724,8470611,8475832,8464989,NULL,8476899
20152016,20160531,30411,318,3,"regular",748,2,2,5,5,"n",16,23,"Joe Thornton","giveaway",NULL,"sjs","away",8466138,NULL,NULL,"giver",NULL,NULL,8471392,8470794,8476881,8466138,8475455,NULL,8474889,8475208,8473548,8473933,8471215,8470543,NULL,8476899
20152016,20160531,30411,319,3,"regular",765,2,2,5,5,"n",17,14,"Tomas Hertl","takeaway",NULL,"sjs","away",8476881,NULL,NULL,"taker",NULL,NULL,8474053,8474027,8475820,8476881,8471709,NULL,8474889,8475208,8473548,8473933,8471215,8470543,NULL,8476899
20152016,20160531,30411,320,3,"regular",772,2,2,5,5,"d",-64,28,"Logan Couture Snap Shot saved by Matthew Murray","shot","snap shot","sjs","away",8474053,8476899,NULL,"shooter","goalie",NULL,8474053,8474027,8475820,8476881,8471709,NULL,8474889,8475208,8473548,8473933,8471215,8470543,NULL,8476899
20152016,20160531,30411,321,3,"regular",793,2,2,5,5,"o",79,-1,"Patric Hornqvist Tip-In saved by Martin Jones","shot","tip-in","pit","home",8471887,8474889,NULL,"shooter","goalie",NULL,8474053,8474027,8475820,8466139,8471709,NULL,8474889,8474602,8477839,8471887,8471675,8474013,NULL,8476899
20152016,20160531,30411,322,3,"regular",797,2,2,5,5,"o",73,31,"Sidney Crosby Wrist Shot saved by Martin Jones","shot","wrist shot","pit","home",8471675,8474889,NULL,"shooter","goalie",NULL,8474053,8474027,8475820,8466139,8471709,NULL,8474889,8474602,8477839,8471887,8471675,8474013,NULL,8476899
20152016,20160531,30411,323,3,"regular",805,2,2,5,5,"d",-74,-40,"Ian Cole hit Patrick Marleau","hit",NULL,"pit","home",8466139,8474013,NULL,"hittee","hitter",NULL,8468208,8470613,8476919,8466139,8468542,NULL,8474889,8474602,8477839,8471887,8471675,8474013,NULL,8476899
20152016,20160531,30411,324,3,"regular",811,2,2,5,5,"d",-61,36,"Brent Burns - Wide of Net","missed_shot",NULL,"sjs","away",8470613,NULL,NULL,"shooter",NULL,NULL,8468208,8470613,8476919,8466139,8468542,NULL,8474889,8474602,8477839,8471887,8471675,8474013,NULL,8476899
20152016,20160531,30411,325,3,"regular",823,2,2,5,5,NULL,NULL,NULL,"Goalie Stopped","stop",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8477922,8468208,8470613,8476919,8468542,NULL,8474889,8475208,8471724,8471887,8474009,8477839,NULL,8476899
20152016,20160531,30411,326,3,"regular",823,2,2,5,5,"d",-69,-22,"Matt Cullen faceoff won against Nick Spaling","faceoff",NULL,"pit","home",8464989,8474096,NULL,"winner","loser",NULL,8474096,8464977,8474739,8470613,8468542,NULL,8474889,8476874,8473933,8470611,8475832,8464989,NULL,8476899
20152016,20160531,30411,327,3,"regular",839,2,2,5,5,"o",98,-5,"Tom Kuhnhackl hit Brent Burns","hit",NULL,"pit","home",8470613,8475832,NULL,"hittee","hitter",NULL,8474096,8464977,8474739,8470613,8468542,NULL,8474889,8476874,8473933,8470611,8475832,8464989,NULL,8476899
20152016,20160531,30411,328,3,"regular",851,2,2,5,5,"o",31,-33,"Paul Martin","takeaway",NULL,"sjs","away",8468542,NULL,NULL,"taker",NULL,NULL,8470794,8476881,8470613,8466138,8468542,NULL,8474889,8474176,8476874,8473933,8470611,8464989,NULL,8476899
20152016,20160531,30411,329,3,"regular",856,2,2,5,5,"d",-57,-15,"Joe Thornton Slap Shot saved by Matthew Murray","shot","slap shot","sjs","away",8466138,8476899,NULL,"shooter","goalie",NULL,8470794,8476881,8470613,8466138,8468542,NULL,8474889,8474176,8475208,8471724,8470611,8464989,NULL,8476899
20152016,20160531,30411,330,3,"regular",861,2,2,5,5,"o",53,18,"Eric Fehr Wrist Shot saved by Martin Jones","shot","wrist shot","pit","home",8470611,8474889,NULL,"shooter","goalie",NULL,8470794,8476881,8470613,8466138,8471709,NULL,8474889,8474176,8475208,8471724,8470611,8464989,NULL,8476899
20152016,20160531,30411,331,3,"regular",862,2,2,5,5,NULL,NULL,NULL,"Goalie Stopped","stop",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8470794,8476881,8470613,8466138,8471709,NULL,8474889,8474176,8475208,8471724,8470611,8464989,NULL,8476899
20152016,20160531,30411,332,3,"regular",862,2,2,5,5,"o",69,22,"Joe Pavelski faceoff won against Nick Bonino","faceoff",NULL,"sjs","away",8470794,8474009,NULL,"winner","loser",NULL,8470794,8476881,8470613,8466138,8468542,NULL,8474889,8474176,8475208,8471724,8473548,8474009,NULL,8476899
20152016,20160531,30411,333,3,"regular",867,2,2,5,5,"o",90,40,"Carl Hagelin hit Brent Burns","hit",NULL,"pit","home",8470613,8474176,NULL,"hittee","hitter",NULL,8470794,8476881,8470613,8466138,8468542,NULL,8474889,8474176,8475208,8471724,8473548,8474009,NULL,8476899
20152016,20160531,30411,334,3,"regular",871,2,2,5,5,"d",-77,-39,"Brian Dumoulin hit Tomas Hertl","hit",NULL,"pit","home",8476881,8475208,NULL,"hittee","hitter",NULL,8470794,8476881,8470613,8466138,8468542,NULL,8474889,8474176,8475208,8471724,8473548,8474009,NULL,8476899
20152016,20160531,30411,335,3,"regular",900,2,2,5,5,"o",84,9,"Phil Kessel Wrist Shot saved by Martin Jones","shot","wrist shot","pit","home",8473548,8474889,NULL,"shooter","goalie",NULL,8470794,8476881,8470613,8466138,8468542,NULL,8474889,8474176,8473548,8471724,8473933,8474009,NULL,8476899
20152016,20160531,30411,336,3,"regular",910,2,2,5,5,"d",-62,-6,"Joe Thornton Wrist Shot saved by Matthew Murray","shot","wrist shot","sjs","away",8466138,8476899,NULL,"shooter","goalie",NULL,8470794,8476881,8470613,8466138,8468542,NULL,8474889,8474176,8473548,8471724,8473933,8474009,NULL,8476899
20152016,20160531,30411,337,3,"regular",929,2,2,5,5,"d",-62,10,"Logan Couture - Over Net","missed_shot",NULL,"sjs","away",8474053,NULL,NULL,"shooter",NULL,NULL,8474053,8474027,8475820,8466139,8471709,NULL,8474889,8476874,8477839,8471887,8471675,8474013,NULL,8476899
20152016,20160531,30411,338,3,"regular",944,2,2,5,5,"d",-49,23,"Conor Sheary blocked shot from Justin Braun","blocked_shot",NULL,"sjs","away",8477839,8474027,NULL,"blocker","shooter",NULL,8474053,8474027,8475820,8466139,8471709,NULL,8474889,8476874,8477839,8471887,8471675,8474013,NULL,8476899
20152016,20160531,30411,339,3,"regular",960,2,2,5,5,NULL,NULL,NULL,"Icing","stop",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8471392,8477922,8468208,8476919,8475455,NULL,8474889,8475208,8474602,8470543,8471675,8464989,NULL,8476899
20152016,20160531,30411,340,3,"regular",960,2,2,5,5,"d",-69,-22,"Chris Tierney faceoff won against Sidney Crosby","faceoff",NULL,"sjs","away",8476919,8471675,NULL,"winner","loser",NULL,8471392,8477922,8468208,8476919,8475455,NULL,8474889,8475208,8474602,8470543,8471675,8464989,NULL,8476899
20152016,20160531,30411,341,3,"regular",983,2,2,5,5,"o",52,-14,"Chris Kunitz - Wide of Net","missed_shot",NULL,"pit","home",8470543,NULL,NULL,"shooter",NULL,NULL,8471392,8468208,8464977,8476919,8475455,NULL,8474889,8475208,8474602,8471215,8470543,8464989,NULL,8476899
20152016,20160531,30411,342,3,"regular",988,2,2,5,5,"o",87,40,"Dainius Zubrus hit Evgeni Malkin","hit",NULL,"sjs","away",8471215,8464977,NULL,"hittee","hitter",NULL,8471392,8464977,8474739,8476919,8475455,NULL,8474889,8474602,8471724,8471215,8470543,8464989,NULL,8476899
20152016,20160531,30411,343,3,"regular",997,2,2,5,5,"o",35,-30,"Kris Letang Wrist Shot saved by Martin Jones","shot","wrist shot","pit","home",8471724,8474889,NULL,"shooter","goalie",NULL,8471392,8474096,8464977,8474739,8475455,NULL,8474889,8471724,8471215,8470543,8474013,8464989,NULL,8476899
20152016,20160531,30411,344,3,"regular",1004,2,2,5,5,NULL,NULL,NULL,"Offside","stop",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8471392,8474096,8464977,8474739,8475455,NULL,8474889,8473548,8471724,8471215,8470543,8474013,NULL,8476899
20152016,20160531,30411,345,3,"regular",1004,2,2,5,5,"n",0,0,"Nick Bonino faceoff won against Joe Pavelski","faceoff",NULL,"pit","home",8474009,8470794,NULL,"winner","loser",NULL,8470794,8476881,8470613,8466138,8468542,NULL,8474889,8474176,8475208,8471724,8473548,8474009,NULL,8476899
20152016,20160531,30411,346,3,"regular",1017,2,2,5,5,NULL,NULL,NULL,"Icing","stop",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8470794,8476881,8470613,8466138,8468542,NULL,8474889,8474176,8475208,8471724,8473548,8474009,NULL,8476899
20152016,20160531,30411,347,3,"regular",1017,2,2,5,5,"o",69,22,"Joe Pavelski faceoff won against Nick Bonino","faceoff",NULL,"sjs","away",8470794,8474009,NULL,"winner","loser",NULL,8470794,8476881,8470613,8466138,8468542,NULL,8474889,8474176,8475208,8471724,8473548,8474009,NULL,8476899
20152016,20160531,30411,348,3,"regular",1023,2,2,5,5,"o",72,34,"Carl Hagelin Wrist Shot saved by Martin Jones","shot","wrist shot","pit","home",8474176,8474889,NULL,"shooter","goalie",NULL,8470794,8476881,8470613,8466138,8468542,NULL,8474889,8474176,8475208,8471724,8473548,8474009,NULL,8476899
20152016,20160531,30411,349,3,"regular",1040,2,2,5,5,"n",14,-40,"Tomas Hertl hit Carl Hagelin","hit",NULL,"sjs","away",8474176,8476881,NULL,"hittee","hitter",NULL,8470794,8476881,8470613,8466138,8468542,NULL,8474889,8474176,8475208,8471724,8473548,8474009,NULL,8476899
20152016,20160531,30411,350,3,"regular",1047,2,2,5,5,"o",78,5,"Nick Bonino (4) Wrist Shot; assists: Kris Letang (9); Carl Hagelin (8)","goal","wrist shot","pit","home",8471724,8474176,8474009,"assist1","assist2","scorer",8470794,8476881,8470613,8466138,8468542,NULL,8474889,8474176,8473548,8471724,8473933,8474009,NULL,8476899
20152016,20160531,30411,351,3,"regular",1047,2,3,5,5,"n",0,0,"Logan Couture faceoff won against Sidney Crosby","faceoff",NULL,"sjs","away",8474053,8471675,NULL,"winner","loser",NULL,8474053,8474027,8475820,8466139,8471709,NULL,8474889,8476874,8473933,8471887,8471675,8464989,NULL,8476899
20152016,20160531,30411,352,3,"regular",1071,2,3,5,5,"d",-80,-39,"Ben Lovejoy Hooking against Patrick Marleau -- minor -- 2","penalty","hooking","pit","home",8473933,8466139,NULL,"penaltyon","drewby",NULL,8474053,8474027,8475820,8466139,8471709,NULL,8474889,8476874,8473933,8471887,8471675,8464989,NULL,8476899
20152016,20160531,30411,353,3,"regular",1071,2,3,5,4,"d",-69,-22,"Nick Bonino faceoff won against Joe Thornton","faceoff",NULL,"pit","home",8474009,8466138,NULL,"winner","loser",NULL,8474053,8470794,8470613,8466138,8466139,NULL,8474889,8474176,8474009,8471724,8474013,NULL,NULL,8476899
20152016,20160531,30411,354,3,"regular",1093,2,3,5,4,"d",-79,8,"Logan Couture Wrist Shot saved by Matthew Murray","shot","wrist shot","sjs","away",8474053,8476899,NULL,"shooter","goalie",NULL,8474053,8470794,8470613,8466138,8466139,NULL,8474889,8474176,8474009,8471724,8474013,NULL,NULL,8476899
20152016,20160531,30411,355,3,"regular",1099,2,3,5,4,"d",-95,21,"Ian Cole","takeaway",NULL,"pit","home",8474013,NULL,NULL,"taker",NULL,NULL,8474053,8470794,8470613,8466138,8466139,NULL,8474889,8474176,8474009,8471724,8474013,NULL,NULL,8476899
20152016,20160531,30411,356,3,"regular",1147,2,3,6,4,"d",-40,36,"Brent Burns - Wide of Net","missed_shot",NULL,"sjs","away",8470613,NULL,NULL,"shooter",NULL,NULL,8474053,8470794,8468208,8476881,8470613,8466138,NULL,8474176,8474009,8476874,8471724,NULL,NULL,8476899
20152016,20160531,30411,357,3,"regular",1157,2,3,6,4,"d",-45,23,"Nick Bonino blocked shot from Brent Burns","blocked_shot",NULL,"sjs","away",8474009,8470613,NULL,"blocker","shooter",NULL,8474053,8470794,8468208,8476881,8470613,8466138,NULL,8474176,8474009,8476874,8471724,NULL,NULL,8476899
20152016,20160531,30411,358,3,"regular",1189,2,3,6,4,"d",-97,-3,"Patrick Marleau hit Ian Cole","hit",NULL,"sjs","away",8474013,8466139,NULL,"hittee","hitter",NULL,8470794,8475820,8476881,8466138,8466139,8471709,NULL,8470611,8471724,8474013,8464989,NULL,NULL,8476899
20152016,20160531,30411,359,3,"regular",1200,2,3,NULL,NULL,NULL,NULL,NULL,"period end","period_end",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20152016,20160531,30411,360,3,"regular",1200,2,3,NULL,NULL,NULL,NULL,NULL,"Period Official","period_official",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20152016,20160531,30411,361,3,"regular",1200,2,3,NULL,NULL,NULL,NULL,NULL,"Game End","game_end",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
